name	time	frame	height	yaw	pitch	roll	length	lat	lon	east	north	zone.number	zone.letter	image_x	image_y	start_east	start_north	end_east	end_north	heading	project	sensor	surface_event	printID
20240729008A	2024-07-29 12:33:16.400000	2110	90.6	66	-90	0	NA	-21.0072430956138	55.2248527005654	315497.868456963	7676025.91769894	40	K	1705.31	646.34	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	3
20240729008A	2024-07-29 12:33:47.400000	3040	90.6	79.5	-84.8	0	NA	-21.0074558114221	55.2246952323305	315481.75955768	7676002.18549154	40	K	1513.43	569.88	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	4
20240729008A	2024-07-29 12:35:11.200000	5548	88.1	89.4	-82.7	0	NA	-21.0078459671623	55.2246903346891	315481.730357202	7675958.98468109	40	K	1656.26	507.84	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	5
20240729008A	2024-07-29 12:35:32.400000	6185	88.3	89.4	-90	0	NA	-21.0081075290889	55.2246327719217	315476.067875473	7675929.95998487	40	K	1572.58	574.21	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	6
20240729008A	2024-07-29 12:36:08.400000	7263	88.1	89.4	-90	0	NA	-21.0082711121478	55.2246460275681	315477.647186607	7675911.86459233	40	K	1650.49	483.32	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	7
20240729008A	2024-07-29 12:36:28.600000	7869	89	118.8	-90	0	NA	-21.0083721684985	55.2245482040996	315467.601749697	7675900.56336982	40	K	1782.38	310.59	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	8
20240729008A	2024-07-29 12:36:38	8153	90.5	118.8	-90	0	NA	-21.0084366769446	55.2244914304026	315461.778905164	7675893.35588049	40	K	1667.9	351.29	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	9
20240729008A	2024-07-29 12:36:47	8424	90.4	118.8	-89.9	0	NA	-21.008480922777	55.2244843062126	315461.092710998	7675888.44907812	40	K	1644.68	346.94	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	10
20240729008A	2024-07-29 12:38:30.800000	11532	90.1	116.6	-89.9	0	NA	-21.0091593284267	55.2244745488481	315460.913042112	7675813.32974189	40	K	1593.87	383.23	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	11
20240729008A	2024-07-29 12:38:49.400000	12087	90.1	116.6	-89.9	0	NA	-21.0092787262132	55.2245096312384	315464.707107201	7675800.15143317	40	K	1627.26	330.97	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	12
20240729008A	2024-07-29 12:39:24	13129	90	116.6	-89.9	0	NA	-21.0095274466071	55.2244922271928	315463.203817781	7675772.59483865	40	K	1586.3	427.73	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	13
20240729009J	2024-07-29 12:32:54.800000	1460	90.7	63.5	-61.3	0	NA	-21.006860205104	55.2247423345823	315485.923686719	7676068.18101493	40	K	1601.13	596.61	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	1
20240729009J	2024-07-29 12:33:08.200000	1867	90.6	80.3	-87.7	0	NA	-21.0071056124482	55.2247321649029	315485.168312451	7676040.9995874	40	K	1621.69	404.7	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	2
20240729009J	2024-07-29 12:33:11.600000	1964	90.6	80.3	-89	0	NA	-21.0072045071697	55.2247528807961	315487.443613577	7676030.07462639	40	K	1651.94	577.74	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	3
20240729009J	2024-07-29 12:33:29.200000	2491	90.6	165.3	-89.9	0	NA	-21.0070756830988	55.2244067101449	315451.296813156	7676043.9371727	40	K	1434.19	178.55	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	1	4
20240729009J	2024-07-29 12:36:17.400000	7534	88.1	94.4	-90	0	NA	-21.0083289739524	55.224691582057	315482.454232794	7675905.51118629	40	K	1754.19	489.68	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	1
20240729009J	2024-07-29 12:36:25.600000	7781	88.1	118.2	-89.9	0	NA	-21.0083240353249	55.2245558637463	315468.33883023	7675905.90116794	40	K	1751.31	355.74	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	2
20240729009J	2024-07-29 12:36:45.200000	8369	90.4	118.8	-90	0	NA	-21.0084272948722	55.2244939825915	315462.032688134	7675894.39754282	40	K	1571.28	370.14	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	3
20240729009J	2024-07-29 12:37:09.400000	9091	90.4	118.8	-89.9	0	NA	-21.0086005302847	55.2244126345104	315453.788869174	7675875.1242119	40	K	1428.7	459.43	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	4
20240729009J	2024-07-29 12:37:27.400000	9632	90.2	110.2	-89.9	0	NA	-21.0087371766727	55.2244679297174	315459.705498647	7675860.05961951	40	K	1561.2	445.03	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	5
20240729009J	2024-07-29 12:38:00.800000	10635	90.2	125.5	-90	0	NA	-21.0089188192251	55.2243785254554	315450.634527537	7675839.8462005	40	K	1490.63	492.56	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	6
20240729009J	2024-07-29 12:38:28.200000	11456	90.1	116.6	-89.9	0	NA	-21.0090822330356	55.2244692885416	315460.271322025	7675821.8590969	40	K	1518	401.82	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	7
20240729009J	2024-07-29 12:38:54	12227	90.1	116.6	-90	0	NA	-21.0092596904164	55.224518759012	315465.632606477	7675802.26948184	40	K	1548.24	344.21	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	2	8
20240729009J	2024-07-29 12:39:20	13008	90	116.6	-89.9	0	NA	-21.0094549663286	55.224493790232	315463.277129241	7675780.62112619	40	K	1497.83	472.39	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	3	1
20240729009J	2024-07-29 12:39:25.800000	13182	90	116.6	-90	0	NA	-21.0094919699408	55.2245056559743	315464.556216799	7675776.53806859	40	K	1516.56	434.95	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	3	2
20240729009J	2024-07-29 12:39:31	13339	90	116.6	-89.9	0	NA	-21.0095201014408	55.224492659741	315463.239747622	7675773.40854103	40	K	1471.91	457.99	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	3	3
20240729009J	2024-07-29 12:35:15.400000	5678	88.1	89.4	-90	0	NA	-21.0079374263555	55.2247290262819	315485.865272903	7675948.90369164	40	K	1636.09	593.37	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	4	1
20240729009J	2024-07-29 12:35:22	5876	88.1	89.4	-89.9	0	NA	-21.0079817474495	55.2247302905741	315486.051232134	7675943.99824884	40	K	1683.62	603.45	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	4	2
20240729009J	2024-07-29 12:35:35	6265	88.2	89.4	-89.9	0	NA	-21.008070814464	55.2246344811026	315476.200394777	7675934.02673088	40	K	1505.03	566.01	NA	NA	NA	NA	NA	Jul-29th-2024-04-31PM-Flight-Airdata	RGB	4	3
20240730001A	2024-07-30 11:47:58.400000	13980	87.3	247.7	-89.9	0	NA	-21.1338818701481	55.2669442441604	320026.227315077	7662053.5935983	40	K	1561.04	551.12	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	1
20240730001A	2024-07-30 11:48:09.200000	14302	87.3	247.7	-89.9	0	NA	-21.133802827893	55.2669241824778	320024.048017283	7662062.32180865	40	K	1513.43	592.96	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	2
20240730001A	2024-07-30 11:48:16.400000	14516	87.2	248.6	-89.9	0	NA	-21.1337655208806	55.2669182360688	320023.385297293	7662066.44541245	40	K	1578.35	624.7	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	3
20240730001A	2024-07-30 11:48:25	14777	87.1	277.1	-90	0	NA	-21.1336815105139	55.2670959180086	320041.739901652	7662075.9477159	40	K	1705.31	551.12	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	4
20240730001A	2024-07-30 11:48:39.800000	15218	87.1	277.1	-89.9	0	NA	-21.1335538603656	55.2670282222955	320034.554091464	7662090.00344279	40	K	1601.43	483.32	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	5
20240730001A	2024-07-30 11:48:45.200000	15383	87	277.1	-90	0	NA	-21.1335320954575	55.2670229372838	320033.978844125	7662092.40709552	40	K	1615.86	471.77	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	6
20240730001A	2024-07-30 11:49:04.200000	15949	86.9	314.9	-90	0	NA	-21.1334876043052	55.2672032339711	320052.652803741	7662097.53708761	40	K	1634.62	255.36	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	7
20240730003J	2024-07-30 12:39:49.500000	8612	77.5	322.6	-89.9	0	NA	-21.1286427620784	55.2592466345122	319220.31072337	7662624.88658767	40	K	1354.73	500.63	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	1	1
20240730003J	2024-07-30 12:39:53.100000	8723	77.5	324.3	-89.9	0	NA	-21.1286273479291	55.2592301355345	319218.578193108	7662626.5743514	40	K	1370.6	445.8	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	1	2
20240730003J	2024-07-30 12:40:03.500000	9032	77.4	324.3	-90	0	NA	-21.1285584809056	55.2591478425487	319209.946459608	7662634.10514283	40	K	1369.15	356.36	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	1	3
20240730003J	2024-07-30 12:40:20.500000	9543	77.6	0.5	-89.9	0	NA	-21.128594424765	55.2591009476183	319205.118833305	7662630.07234079	40	K	1191.7	307.3	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	1
20240730003J	2024-07-30 12:40:26.300000	9716	77.6	357.7	-90	0	NA	-21.1285656593748	55.2590236474654	319197.054366866	7662633.16905606	40	K	1275.38	405.41	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	2
20240730003J	2024-07-30 12:40:30.500000	9841	77.6	332	-90	0	NA	-21.1284593344985	55.2589638749547	319190.716503522	7662644.87252105	40	K	1304.23	356.36	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	3
20240730003J	2024-07-30 12:40:33.900000	9943	77.6	329.3	-90	0	NA	-21.1283984775909	55.2589444873013	319188.628781428	7662651.58807567	40	K	1338.86	278.45	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	4
20240730003J	2024-07-30 12:40:37.900000	10065	77.6	329.3	-90	0	NA	-21.1283583652802	55.2589042408135	319184.3995018	7662655.98320334	40	K	1337.41	240.94	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	5
20240730003J	2024-07-30 12:40:41.300000	10163	77.6	329.3	-89.9	0	NA	-21.1283437067081	55.258863016539	319180.099529877	7662657.55917005	40	K	1330.2	282.78	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	6
20240730003J	2024-07-30 12:40:46.100000	10311	77.6	329.3	-89.9	0	NA	-21.1283448193909	55.2588378617406	319177.487913716	7662657.40735104	40	K	1315.77	320.29	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	7
20240730003J	2024-07-30 12:40:50.700000	10450	77.6	329.3	-89.9	0	NA	-21.1283132554126	55.2588076949324	319174.316031397	7662660.86754182	40	K	1338.86	337.6	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	8
20240730003J	2024-07-30 12:41:08.900000	10992	77.5	327.4	-89.9	0	NA	-21.1282355868063	55.2586554085612	319158.402981217	7662669.29308467	40	K	1344.63	454.46	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	3	1
20240730003J	2024-07-30 12:41:11.900000	11080	77.5	327.4	-90	0	NA	-21.1282155321341	55.2586375086013	319156.519281929	7662671.49301181	40	K	1344.63	422.72	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	3	2
20240730003J	2024-07-30 12:41:14.700000	11165	77.6	327.4	-90	0	NA	-21.1282027858266	55.2586206044017	319154.747884289	7662672.88494485	40	K	1343.19	416.95	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	3	3
20240730003J	2024-07-30 12:41:25.500000	11492	77.5	327.4	-90	0	NA	-21.128182963714	55.2584786497555	319139.978214533	7662674.91790141	40	K	1331.64	662.21	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	3	4
20240730003J	2024-07-30 12:41:30.100000	11626	77.6	327.4	-89.9	0	NA	-21.1281461327542	55.2584578638537	319137.774377186	7662678.9718862	40	K	1346.07	613.16	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	3	5
20240730003J	2024-07-30 12:41:34.900000	11773	77.3	327.4	-89.9	0	NA	-21.1281276366247	55.2584467932434	319136.601967981	7662681.00703596	40	K	1376.37	640.57	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	3	6
20240730003J	2024-07-30 12:41:39.100000	11900	77.2	327.4	-89.9	0	NA	-21.1280973908954	55.2584355524974	319135.397628738	7662684.34281973	40	K	1390.8	591.52	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	3	7
20240730003J	2024-07-30 12:41:50.100000	12226	77.1	325.2	-89.9	0	NA	-21.1279793385745	55.258363334344	319127.752673041	7662697.33047071	40	K	1426.86	437.15	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	1
20240730003J	2024-07-30 12:41:54.100000	12345	77.1	331.5	-90	0	NA	-21.1279833534391	55.2583652147604	319127.952874417	7662696.88811578	40	K	1413.88	399.64	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	2
20240730003J	2024-07-30 12:42:00.100000	12525	77.1	331.5	-89.9	0	NA	-21.1279674639709	55.2583284402855	319124.113618151	7662698.60541074	40	K	1418.21	455.9	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	3
20240730003J	2024-07-30 12:42:03.500000	12628	77.1	331.5	-89.9	0	NA	-21.127944998515	55.2583077849814	319121.940772146	7662701.06910135	40	K	1406.67	409.74	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	4
20240730003J	2024-07-30 12:42:10.900000	12850	77	331.5	-89.9	0	NA	-21.1279298898043	55.2582036168204	319111.101891075	7662702.62322227	40	K	1357.61	520.83	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	5
20240730003J	2024-07-30 12:42:16.300000	13012	77	322	-90	0	NA	-21.127872753021	55.2581431315756	319104.749599838	7662708.88011018	40	K	1338.86	451.58	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	6
20240730003J	2024-07-30 12:42:20.700000	13146	76.9	322	-89.9	0	NA	-21.1278372415108	55.2580626829395	319096.349834729	7662712.72007528	40	K	1338.86	484.76	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	7
20240730003J	2024-07-30 12:42:25.100000	13274	77	322	-90	0	NA	-21.1278538005052	55.2580644243174	319096.550818353	7662710.88876998	40	K	1327.32	519.38	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	8
20240730003J	2024-07-30 12:42:29.900000	13420	77	322	-89.9	0	NA	-21.1278155191732	55.2580289363352	319092.818014546	7662715.08658298	40	K	1340.3	477.54	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	4	9
20240730003J	2024-07-30 12:42:45.100000	13879	77.8	332.3	-90	0	NA	-21.127789095016	55.2580030173363	319090.093586163	7662717.98255389	40	K	1330.2	401.08	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	1
20240730003J	2024-07-30 12:42:50.100000	14023	77.6	328.2	-89.9	0	NA	-21.1277360599463	55.2579743651788	319087.052950135	7662723.82157359	40	K	1347.51	334.71	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	2
20240730003J	2024-07-30 12:42:54.500000	14157	77.4	328.2	-90	0	NA	-21.1277053109208	55.2579528642059	319084.782196805	7662727.2013919	40	K	1346.07	279.89	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	3
20240730003J	2024-07-30 12:43:01.100000	14356	77.6	328.2	-89.9	0	NA	-21.1276594241989	55.2579168459937	319080.985077481	7662732.24061084	40	K	1367.71	269.79	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	4
20240730003J	2024-07-30 12:43:06.100000	14503	77.5	328.2	-89.9	0	NA	-21.1276330017171	55.25784686631	319073.6837993	7662735.08621795	40	K	1369.15	353.47	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	5
20240730003J	2024-07-30 12:43:14.700000	14765	77.5	324	-90	0	NA	-21.1275460531252	55.2577494994215	319063.464175992	7662744.60163086	40	K	1376.37	264.02	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	6
20240730003J	2024-07-30 12:43:28.900000	15186	77.5	325.2	-89.9	0	NA	-21.1275097809028	55.2576177199719	319049.731414992	7662748.46733397	40	K	1330.2	340.49	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	7
20240730003J	2024-07-30 12:43:33.900000	15339	77.5	325.2	-90	0	NA	-21.1274808829727	55.2575876434062	319046.572098642	7662751.63244093	40	K	1317.22	274.12	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	8
20240730003J	2024-07-30 12:43:42.100000	15582	77.5	323.1	-90	0	NA	-21.1274150706081	55.2575319120123	319040.703043495	7662758.85521736	40	K	1328.76	170.24	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	9
20240730003J	2024-07-30 12:43:51.500000	15868	77.4	321	-89.9	0	NA	-21.1273648172108	55.257422102919	319029.235486839	7662764.29382069	40	K	1354.73	246.71	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	5	10
20240730003J	2024-07-30 12:44:21.900000	16776	77.4	321.4	-89.9	0	NA	-21.1272426317362	55.2572230214854	319008.40730866	7662777.59450314	40	K	1403.78	287.1	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	6	1
20240730003J	2024-07-30 12:44:31.900000	17078	77.3	323	-89.9	0	NA	-21.1272186286366	55.2571294011175	318998.65322674	7662780.14529137	40	K	1387.91	365.01	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	6	2
20240730003J	2024-07-30 12:44:42.300000	17390	76.8	327.2	-89.9	0	NA	-21.127195951531	55.2570555387112	318990.953135959	7662782.57178065	40	K	1400.89	447.25	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	6	3
20240730003J	2024-07-30 12:44:49.500000	17606	76.8	326.2	-89.9	0	NA	-21.127147971087	55.2570145403343	318986.63611124	7662787.83710799	40	K	1408.11	393.87	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	6	4
20240730003J	2024-07-30 12:44:58.100000	17864	76.8	328.9	-89.9	0	NA	-21.1270717836923	55.2569696333328	318981.878816757	7662796.22084502	40	K	1449.95	340.49	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	6	5
20240730003J	2024-07-30 12:45:07.700000	18150	76.7	326.6	-89.9	0	NA	-21.1270643131071	55.2569044173749	318975.095344578	7662796.97362608	40	K	1423.98	428.49	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	6	6
20240730003J	2024-07-30 12:46:05.700000	19891	76.7	320.4	-90	0	NA	-21.1267355368505	55.2564274312172	318925.148352591	7662832.82973808	40	K	1367.71	271.23	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	7	1
20240730003J	2024-07-30 12:46:11.500000	20064	76.7	320.4	-90	0	NA	-21.1267118089562	55.2563771904629	318919.90068683	7662835.39945392	40	K	1359.06	259.69	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	7	2
20240730003J	2024-07-30 12:46:19.900000	20311	76.8	320.4	-89.9	0	NA	-21.1266959536994	55.2562797547259	318909.760123665	7662837.04377562	40	K	1361.94	399.64	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	7	3
20240730003J	2024-07-30 12:46:26.500000	20510	77.5	320.4	-90	0	NA	-21.1266842949159	55.2562428738296	318905.91489412	7662838.29251227	40	K	1385.02	487.64	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	7	4
20240730004A	2024-07-30 12:40:03.700000	9038	77.4	324.3	-89.9	0	NA	-21.1285150317082	55.2591580374388	319210.952756865	7662638.9271136	40	K	1425.82	313.97	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	1	1
20240730004A	2024-07-30 12:40:16.900000	9433	77.6	0.5	-89.9	0	NA	-21.128593591073	55.2591518981581	319210.410322827	7662630.22262401	40	K	1224.19	250.6	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	1	2
20240730004A	2024-07-30 12:40:39.900000	10121	77.6	329.3	-89.9	0	NA	-21.1283028514869	55.258892300929	319183.091898288	7662662.11568464	40	K	1389.82	211.71	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	1	3
20240730004A	2024-07-30 12:40:45.500000	10290	77.6	329.3	-89.9	0	NA	-21.1282999362028	55.2588549590417	319179.209455393	7662662.39594125	40	K	1376.85	270.76	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	1	4
20240730004A	2024-07-30 12:40:36.500000	10023	77.6	329.3	-90	0	NA	-21.1283262120418	55.2589355078889	319187.608379312	7662659.5785554	40	K	1392.7	187.23	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	1
20240730004A	2024-07-30 12:41:20.900000	11351	77.5	327.4	-89.9	0	NA	-21.128084639221	55.2585243934053	319144.610562631	7662685.85572869	40	K	1392.7	347.09	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	2
20240730004A	2024-07-30 12:42:20.500000	13140	76.9	322	-90	0	NA	-21.127792513579	55.2580724032887	319097.305261146	7662717.68308624	40	K	1394.14	426.31	NA	NA	NA	NA	NA	Jul-30th-2024-04-25PM-Flight-Airdata	RGB	2	3
20240730004J	2024-07-30 11:48:02.400000	14098	87.4	247.7	-89.9	0	NA	-21.1338895766309	55.2669158396518	320023.28621094	7662052.70820995	40	K	1491.79	526.6	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	1
20240730004J	2024-07-30 11:48:21.400000	14667	87.2	269.4	-90	0	NA	-21.133769007776	55.2670912692089	320041.362691056	7662066.25543366	40	K	1566.81	639.13	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	2
20240730004J	2024-07-30 11:48:26	14807	87.1	277.1	-90	0	NA	-21.1337284666212	55.2671225081215	320044.558559346	7662070.77922892	40	K	1638.95	594.41	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	3
20240730004J	2024-07-30 11:48:35.600000	15091	87.2	277.1	-89.9	0	NA	-21.1336500521334	55.2670508779123	320037.023532613	7662079.37951012	40	K	1566.81	513.61	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	4
20240730004J	2024-07-30 11:48:43.800000	15337	87	277.1	-89.9	0	NA	-21.1336013590933	55.2670098913515	320032.707393687	7662084.72398335	40	K	1511.99	468.89	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	5
20240730004J	2024-07-30 11:48:51.400000	15565	87	285	-90	0	NA	-21.1335647370158	55.267041368454	320035.932737937	7662088.81416031	40	K	1529.3	432.82	NA	NA	NA	NA	NA	Jul-30th-2024-03-39PM-Flight-Airdata	RGB	1	6
20240730020A	2024-08-06 07:19:52.800000	1671	78.7	250.8	-50.4	0	NA	-20.9947864388696	55.1788815714073	310702.898412725	7677351.26444787	40	K	1606.94	618.39	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	1
20240730020A	2024-08-06 07:20:04.400000	2018	78.8	262	-56	0	NA	-20.994710582482	55.1788913323965	310703.817607745	7677359.67441236	40	K	1538.71	452.9	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	2
20240730020A	2024-08-06 07:20:11	2218	78.8	263.8	-60.6	0	NA	-20.994755740115	55.1789550618022	310710.500618666	7677354.75028738	40	K	1541.61	528.39	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	3
20240730020A	2024-08-06 07:20:17	2396	78.7	263.2	-62.3	0	NA	-20.9947433030364	55.1788016505841	310694.534500576	7677355.94554912	40	K	1598.23	445.65	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	4
20240730020A	2024-08-06 07:24:41.200000	10314	84.6	234.3	-65	0	NA	-20.9944944936661	55.1764872795254	310453.590952604	7677380.74933744	40	K	1659.19	579.19	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	2	1
20240730020A	2024-08-06 07:24:51.600000	10626	84.5	225.9	-55.2	0	NA	-20.9945195658106	55.1763178019452	310436.00169071	7677377.77248008	40	K	1829.03	696.77	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	2	2
20240730020A	2024-08-06 07:24:58	10818	84.6	247.6	-57.1	0	NA	-20.9944226264874	55.1762898823934	310432.976403201	7677388.47196682	40	K	1625.81	464.52	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	2	3
